ID,NAME,ISO,GLOTTOLOG_NAME,GLOTTOCODE,SOURCE
JE45_Nata,JE45_Nata,ntk,Ikoma-Nata-Isenye,ikom1245,30800
K11_Ciokwe,K11_Ciokwe,cjk,Chokwe,chok1245,29588
K14_Lwena,K14_Lwena,lue,Luvale,luva1239,29588
K15_Mbunda,K15_Mbunda,mck,Mbunda,mbun1249,29588
K21_Lozi,K21_Lozi,loz,Lozi,lozi1239,29588
K31_Luyana,K31_Luyana,lyn,Luyana,luya1241,29588
K332_Rumanyo,K332_Rumanyo,diu,Diriku,diri1252,33386
K33_Kwangali,K33_Kwangali,kwn,Kwangali,kwan1273,29588
Kom_Grassfields,Kom_Grassfields,bkm,Kom (Cameroon),komc1235,ALGABKomGrassfields
Kulung_Jarawan,Kulung_Jarawan,bbu,Kulung (Nigeria),kulu1255,Blench2006
L11_Pende,L11_Pende,pem,Phende,phen1239,29588
L12b_Holu,L12b_Holu,hol,Holu,holu1245,29588
L13_Kwese,L13_Kwese,kws,Kwese,kwes1244,29588
L221_Lwalwa,L221_Lwalwa,lwa,Lwalu,lwal1238,29588
L23_Songe,L23_Songe,sop,Songe,song1303,ALGABL23Songe
L31a_Luba-Kasai,L31a_Luba-Kasai,lua,Luba-Lulua,luba1249,CBOLDL31aLubaKasai
L32_Kanyok,L32_Kanyok,kny,Kanyok,kany1247,29588
L33_Luba-Shaba,L33_Luba-Shaba,lub,Luba-Katanga,luba1250,29588
L34_Hemba,L34_Hemba,hem,Hemba,hemb1242,29588
L35_Sanga,L35_Sanga,sng,Sanga (Democratic Republic of Congo),sang1331,29588
L41_Kaonde,L41_Kaonde,kqn,Kaonde,kaon1241,29588
L51_Salampasu,L51_Salampasu,slx,Salampasu,sala1268,29588
L52_Lunda,L52_Lunda,lun,Lunda,lund1266,29588
L53_Runda,L53_Runda,rnd,Ruund,ruun1238,29588
L62_Nkoya,L62_Nkoya,nka,Nkoya,nkoy1244,29588
M11_Pimbwe,M11_Pimbwe,piw,Pimbwe,pimb1238,ALGABM11Pimbwe
M12_Lungwa,M12_Lungwa,rnw,Rungwa,rung1255,ALGABM12Lungwa
M13_Fipa,M13_Fipa,fip,Fipa,fipa1238,ALGABM13Fipa
M14_Rungu,M14_Rungu,mgr,Mambwe-Lungu,mamb1296,ALGABM14Rungu
M15_Mambwe,M15_Mambwe,mgr,Mambwe-Lungu,mamb1296,ALGABM15Mambwe
M21_Ndali,M21_Ndali,ndh,Ndali,ndal1241,ALGABM21Ndali
M21_Wanda,M21_Wanda,wbh,Wanda,wand1264,ALGABM21Wanda
M22_Namwanga,M22_Namwanga,mwn,Nyamwanga,nyam1275,ALGABM22Namwanga
M23_Nyiha,M23_Nyiha,nih,Nyiha (Tanzania),nyih1240,ALGABM23Nyiha
M24_Malila,M24_Malila,mgq,Malila,mali1279,ALGABM24Malila
M25_Safwa,M25_Safwa,sbk,Safwa,safw1238,ALGABM25Safwa
M28_Lambya,M28_Lambya,lai,Lambya,lamb1272,ALGABM28Lambya
M31_Nyakyusa,M31_Nyakyusa,nyy,Nyakyusa-Ngonde,nyak1260,ALGABM31Nyakyusa
M41_Taabwa,M41_Taabwa,tap,Taabwa,taab1238,ALGABM41Taabwa
M42_Bemba,M42_Bemba,bem,Bemba (Zambia),bemb1257,ALGABM42Bemba
M52_Lala,M52_Lala,leb,Lala-Bisa,lala1264,29588
M54_Lamba,M54_Lamba,lam,Lamba,lamb1271,29588
M61_Lenje,M61_Lenje,leh,Lenje,lenj1248,29588
M62_Soli,M62_Soli,sby,Soli,soli1239,29588
M64_Tonga,M64_Tonga,toi,Tonga,tong1318,29588
Mbula_Jarawan,Mbula_Jarawan,mbu,Mbula-Bwazza,mbul1260,Blench2006
Moghamo_Grassfields,Moghamo_Grassfields,mgo,Meta',meta1238,ALGABMoghamoGrassfields
Mungaka_Grassfields,Mungaka_Grassfields,mhk,Mungaka,mung1266,ALGABMungakaGrassfields
N11_Manda,N11_Manda,mgs,Manda (Tanzania),mand1423,30800
N12_Ngoni,N12_Ngoni,ngo,Ngoni,ngon1269,30800
N13_Matengo,N13_Matengo,mgv,Matengo,mate1258,30800
N14_Mpoto,N14_Mpoto,mpa,Mpoto,mpot1240,30800
N21_Tumbuka_Malawi,N21_Tumbuka_Malawi,tum,Tumbuka,tumb1250,29588
N31_Chewa,N31_Chewa,nya,Nyanja,nyan1308,CBOLDN31Chewa
N42_Kunda,N42_Kunda,kdn,Kunda (Sena),kund1255,29588
Njen_Grassfields,Njen_Grassfields,njj,Njen,njen1238,ALGABNjenGrassfields
Oku_Grassfields,Oku_Grassfields,oku,Oku (Cameroon),okuu1243,ALGABOkuGrassfields
P11_Ndengeleko,P11_Ndengeleko,ndg,Ndengereko,nden1248,30800
P12_Rufiji,P12_Rufiji,ndg,Ndengereko,nden1248,30800
P13_Matumbi,P13_Matumbi,mgw,Matumbi,matu1259,30800
P14_Ngindo,P14_Ngindo,nnq,Ngindo,ngin1244,30800
P15_Mbunga,P15_Mbunga,mgy,Mbunga,mbun1248,30800
P21_Yao,P21_Yao,yao,Yao,yaoo1241,30800
P22_Mwera,P22_Mwera,mwe,Mwera (Chimwera),mwer1248,30800
P23_Simakonde,P23_Simakonde,kde,Makonde,mako1251,30800
P25_Mabia,P25_Mabia,kde,Makonde,mako1251,30800
P31_Emakhua,P31_Emakhua,vmw,Makhuwa,makh1264,CBOLDP31Emakhua
P31G_Ikorovere,P31G_Ikorovere,mgh,Makhuwa-Meetto,makh1261,ALGABP31GIkorovere
R11_Umbundu,R11_Umbundu,umb,Umbundu,umbu1257,Schadeberg1990
R21_Kwanyama,R21_Kwanyama,kua,Kuanyama,kuan1247,29588
R22_Ndonga,R22_Ndonga,ndo,Ndonga,ndon1254,29588
R31_Herero,R31_Herero,her,Herero,here1253,29588
S11_Shona,S11_Shona,sna,Shona,shon1251,CBOLDS11Shona
S16_Kalanga,S16_Kalanga,kck,Kalanga,kala1384,CBOLDS16Kalanga
S21_Venda,S21_Venda,ven,Venda,vend1245,CBOLDS21Venda
S311_Shekgalagari,S311_Shekgalagari,xkv,Kgalagadi,kgal1244,ALGABS311Shekgalagari
S31_Tswana,S31_Tswana,tsn,Tswana,tswa1253,ALGABS31Tswana
S41_Xhosa,S41_Xhosa,xho,Xhosa,xhos1239,WebstersXhosa
S42_Zulu,S42_Zulu,zul,Zulu,zulu1248,isiZulu
S44_Ndebele,S44_Ndebele,nde,North Ndebele,nort2795,29588
S51_Tshwa,S51_Tshwa,tsc,Tswa,tswa1255,29588
S53_Tsonga,S53_Tsonga,tso,Tsonga,tson1249,66179
Tiv_Tivoid,Tiv_Tivoid,tiv,Tiv,tivv1240,7621
Zaambo_Jarawan,Zaambo_Jarawan,mbu,Mbula-Bwazza,mbul1260,Blench2006
