Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
z	z	S	Consonant	1646	U+007A	"matunzi,u-zipo,zɷ́"	a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15manenguba,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngorobisoo,a63mangisa,a71eton,a72aewondo,a74abulu,a75afangbitam,a75afangmedouneu,a75afangminvoul,a803shiwa,a81kwasio,a832bekol,a83mekaa,a841badwe,a84njem,a85bbekwilmakokou,a85bbekwilmv,a93kako,aghemgrassfields,b11ampongwe,b11borungu,b11cgalwa,b11ddyumba,b11fenenga,b201ndasa,b202sigu,b203samaye,b204ndambomomassoukou,b204ndambomombadi,b21seki,b22akele,b22bkoya,b22bngom,b22emwesa,b23mbangwe,b24wumbvu,b251shake,b252mahongwe,b25kota,b41shira,b42sangumb,b42sangumi,b43punu,b44lumbu,b501wanzie,b501wanzimo,b503vili,b51duma,b51dumala,b52nzebi,b53tsaangipoungi,b71aletekeleconi,b78wuumu,b81tiene,b82buma,b85dnsongo,b85emput,b85yanzi,b862lwel,b863pindi,b864ngong,b865nzadi,b86dinga,b86dzing,bilejarawan,bwazzajarawan,c101baboledz,c101baboleep,c101babolema,c104aka,c142mondongo,c15bongili,c322zamba,c323mpama,c32bobangi,c34sakata,c36dlingala,c36gmonyongo,c36gmosange,c37ebudza,c401pakabete,c412libobi,c41ngombe,c42ebwela,c43abaati,c44bwa,c81dengese,d201liko,d211kango,d21baali,d23kibirakumu1919,d25lega,d304homa1919,d308bodo2,d333ndaaka,d334mbo,e55kamba,e55kambakitu,e55kambamach,e622akimochi,e622clema,e622cvunjo,e701elwana,e71aupperpokomo,e72agiryama,e73digo,e74adawida,e74atuveta,f21ntuzu,f21sukuma,f22nyamwezi,f23sumbwa,f25bungu,f31nyiramba,fefegrassfields,g11gogo,g22asu,g22bsouthpare,g23sambaa,g24bondei,g31zigua,g32doe,g32kwere,g33zaramo,g34nguungulu,g35luguru,g36kami,g37kutu,g39saghala,g401mwani,g412mwiini,g42aamu,g42dunguja,g42swahili,g43kae,g44angazija,g44bndzwani,g44dmaore,g51pogoro,g61sangu,g62hehe,g65kinga,h111hangala,h11beembe,h12civilicongo,h131kisundicongokimongo1988,h13kikunyi1989,h16akisikongo2013,h16akisolongodrc2012,h16bkindibu2013,h16cilinji,h16cimbala,h16cizobe,h16ckiyombedrc1982,h16dciwoyodrc2012,h16flaadi,h16gkimpangu2012,h16gntandu,h16hkinkanu2012,h16kikongo,h16kimbatangidinga,h16kimbeko,h21akimbundu,h31yaka,h321soonde,h32suku,h41mbala,h42hunganna,jd53shi,jd62rundi,jd64shubi,jd65hangaza,jd66kiha,jd67kivinza,je11runyoro,je12rutooro,je13runyankore,je14rukiga,je15luganda,je16lusoga,je17gwere,je21runyambo,je22haya,je23zinza,je24kerebe,je31lumasaaba,je32luyia,je402ikizu,je404shasi,je41maragoli,je44zanaki,k11ciokwe,k14lwena,k15mbunda,k21lozi,k33kwangali,kulungjarawan,l11pende,l12bholu,l13kwese,l221lwalwa,l23songe,l31alubakasai,l32kanyok,l33lubashaba,l34hemba,l35sanga,l41kaonde,l51salampasu,l52lunda,l53runda,m11pimbwe,m12lungwa,m13fipa,m14rungu,m15mambwe,m21wanda,m22namwanga,m23nyiha,m24malila,m25safwa,m28lambya,m41taabwa,m64tonga,mbulajarawan,n12ngoni,n13matengo,n21tumbukamalawi,n31chewa,n42kunda,p11ndengeleko,p31emakhua,r22ndonga,r31herero,s11shona,s16kalanga,s21venda,s311shekgalagari,s41xhosa,s42zulu,s44ndebele,s51tshwa,zaambojarawan
µ	ʊ	Y	Vowel	1	U+00B5	"mukµl"	b85dnsongo
Ø	ø	U	Vowel	1	U+00D8	"Ø-kya"	c105mbenga
ß	β	B	Consonant	14	U+00DF	"-ßìlì,ßírì,ßònà"	je31cbukusu,k332rumanyo
à	à/a	A	Vowel	1750	U+00E0	"-bŭ:là,-dángwà,ǀɛ́ǀ̰à"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a22bakweri,a27malimba,a31bubi,a33ayasa,a34benga,a41barombikang,a42abo,a43abasaa,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a601tuki,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a71eton,a72aewondo,a81kwasio,a832bekol,a86cmpiemo,a87bomwali,a91kwakum,a93kako,aghemgrassfields,b11ddyumba,b202sigu,b21seki,b23mbangwe,b252mahongwe,b501wanzie,b51duma,b85dnsongo,b85emput,b862lwel,b865nzadi,bamungrassfields,bilejarawan,bwazzajarawan,c104aka,c24koyo,c322zamba,c36dlingala,c41ngombe,c43abaati,c44bwa,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,c85wongo,d11mbole,d13metoko,d14enya,d201liko,d211kango,d21baali,d24songola,d25lega,d28holoholo,d305nyangali,d308ebodo,d311bila,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,d55buyu,dugurijarawan,e46sonjo,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e65gweno,e701elwana,fefegrassfields,g22asu,g44angazija,g44bndzwani,g44dmaore,h11beembe,h131kisundicongokimongo1988,h16flaadi,h321soonde,h42hunganna,jd53shi,je31cbukusu,je42gusii,k14lwena,k15mbunda,k332rumanyo,komgrassfields,kulungjarawan,l11pende,l13kwese,l23songe,l31alubakasai,l33lubashaba,l35sanga,m22namwanga,m41taabwa,m42bemba,m52lala,mbulajarawan,moghamograssfields,mungakagrassfields,n31chewa,njengrassfields,okugrassfields,p21yao,p31emakhua,p31gikorovere,r11umbundu,s11shona,s31tswana,s41xhosa,s42zulu,s53tsonga,zaambojarawan
á	á/a	A	Vowel	2744	U+00E1	"-táàn,mú-cimá,ow-álo"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a24duala,a27malimba,a31bubi,a33ayasa,a34benga,a41barombikang,a42abo,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a601tuki,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anuasue,a62anukalonge,a62bmmala,a62clibie,a71eton,a72aewondo,a832bekol,a83mekaa,a841badwe,a84njem,a86cmpiemo,a87bomwali,a91kwakum,a93kako,aghemgrassfields,b11borungu,b11ddyumba,b11fenenga,b202sigu,b21seki,b23mbangwe,b252mahongwe,b44lumbu,b51duma,b78wuumu,b81tiene,b82buma,b84mbunda,b85dnsongo,b85emput,b85yanzi,b861ngul,b862lwel,b863pindi,b864ngong,b865nzadi,b86dinga,bamungrassfields,bilejarawan,bwazzajarawan,c104aka,c105mbenga,c141bonyala,c142mondongo,c15bongili,c21ngare,c22akwa,c24koyo,c25abunji,c25bolee,c25condinga,c25eeboyi,c302bolondo,c322zamba,c323mpama,c32bobangi,c34sakata,c36dlingala,c36gmonyongo,c36gmosange,c37ebudza,c401pakabete,c412libobi,c42ebwela,c43abaati,c44bwa,c52soko,c61ekonda,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,c85wongo,d11mbole,d12lengola,d13metoko,d14enya,d201liko,d211kango,d21baali,d24songola,d25lega,d28holoholo,d305nyangali,d308bodo2,d308ebodo,d311bila,d32birabunia,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,d55buyu,dugurijarawan,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e55kamba,e621bmachame,e621dkibosho,e622akimochi,e701elwana,e71aupperpokomo,e73digo,f12bende,fefegrassfields,g11gogo,g22asu,g39saghala,g412mwiini,g44angazija,g44bndzwani,g44dmaore,g66wanji,h111hangala,h11beembe,h131kisundicongokimongo1988,h16akisikongo2013,h16cyombe,h16flaadi,h31yaka,h321soonde,h32suku,h41mbala,h42hunganna,jd53shi,je31cbukusu,je42gusii,je43kuria,k14lwena,k15mbunda,k31luyana,k332rumanyo,komgrassfields,kulungjarawan,l12bholu,l13kwese,l221lwalwa,l31alubakasai,l32kanyok,l34hemba,l35sanga,m41taabwa,m42bemba,m52lala,m64tonga,mbulajarawan,moghamograssfields,mungakagrassfields,n31chewa,njengrassfields,okugrassfields,p13matumbi,p21yao,p31emakhua,p31gikorovere,r11umbundu,s11shona,s21venda,s31tswana,s42zulu,s51tshwa,s53tsonga
â	â/a	A	Vowel	170	U+00E2	"miɲâ,ndâni,wâ"	a141lefo,a22bakweri,a27malimba,a33ayasa,a41barombikang,a42abo,a61ngorobisoo,a621nubaca,a62anukalonge,a63mangisa,a71eton,a832bekol,a83mekaa,a841badwe,a84njem,a86cmpiemo,a87bomwali,aghemgrassfields,b11ddyumba,b11fenenga,b864ngong,b865nzadi,b86dzing,bwazzajarawan,c36gmonyongo,c42ebwela,c61mongo,d13metoko,dugurijarawan,e51kikuyu,e621dkibosho,e622akimochi,e622clema,e71aupperpokomo,e73digo,je31cbukusu,k14lwena,k15mbunda,k332rumanyo,komgrassfields,kulungjarawan,l11pende,l13kwese,l23songe,l31alubakasai,l32kanyok,l33lubashaba,l34hemba,moghamograssfields,mungakagrassfields,okugrassfields,s42zulu
ã	ã	A	Vowel	29	U+00E3	"inã,m̩fuã,ɓã"	a34benga,a75afangbitam,a81kwasio,a85bbekwilmakokou,a85bbekwilmv,a86cmpiemo,b21seki,b22bngom,b251shake,b85dnsongo,b86dzing,c141bonyala,d33nyali,g44dmaore,m42bemba,r11umbundu,s31tswana
æ	æ	E	Vowel	1	U+00E6	"mæseŋga"	h32suku
è	è/e	E	Vowel	586	U+00E8	"kènɩ̀ʃà,è-kùù,ɗìmbè"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a22bakweri,a27malimba,a31bubi,a32cbatanga,a33ayasa,a34benga,a41barombikang,a42abo,a43abasaa,a44tunen,a45nyokon,a462yambeta,a51bafiamaja,a53bafiarikpa,a54tibea,a601tuki,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a71eton,a72aewondo,a832bekol,a84njem,a86cmpiemo,a87bomwali,a91kwakum,a93kako,b11borungu,b11ddyumba,b202sigu,b204ndambomombadi,b21seki,b86dzing,bamungrassfields,bwazzajarawan,c104aka,c15bongili,c24koyo,c322zamba,c41ngombe,c44bwa,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,c85wongo,d13metoko,d14enya,d211kango,d21baali,d24songola,d308ebodo,d311bila,d333ndaaka,d334mbo,d43nyanga,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e65gweno,fefegrassfields,g22asu,g44angazija,h11beembe,h16flaadi,h42hunganna,jd53shi,je31cbukusu,k14lwena,k31luyana,k332rumanyo,kulungjarawan,l11pende,l13kwese,l23songe,l31alubakasai,l35sanga,m41taabwa,m42bemba,m52lala,mbulajarawan,moghamograssfields,mungakagrassfields,njengrassfields,okugrassfields,p31emakhua,p31gikorovere,r11umbundu,s11shona,s31tswana,s42zulu,s53tsonga,zaambojarawan
é	é/e	E	Vowel	1120	U+00E9	"léjā,mbú̧mé,ékú:lú"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a24duala,a27malimba,a31bubi,a33ayasa,a34benga,a41barombikang,a42abo,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a601tuki,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anuasue,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a71eton,a72aewondo,a74abulu,a832bekol,a83mekaa,a841badwe,a84njem,a87bomwali,a91kwakum,a93kako,aghemgrassfields,b11ddyumba,b11fenenga,b202sigu,b252mahongwe,b77bfumu,b78wuumu,b82buma,b85dnsongo,b85emput,b85yanzi,b863pindi,b864ngong,b865nzadi,b86dinga,b86dzing,bamungrassfields,bilejarawan,bwazzajarawan,c104aka,c105mbenga,c141bonyala,c142mondongo,c21ngare,c22akwa,c24koyo,c25abunji,c25bolee,c25condinga,c25eeboyi,c302bolondo,c322zamba,c323mpama,c32bobangi,c36dlingala,c36gmonyongo,c36gmosange,c37ebudza,c412libobi,c41ngombe,c42ebwela,c52soko,c61ekonda,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,c85wongo,d11mbole,d12lengola,d13metoko,d14enya,d211kango,d21baali,d24songola,d308bodo2,d308ebodo,d311bila,d32birabunia,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,d55buyu,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e622clema,e65gweno,e701elwana,e71aupperpokomo,g11gogo,g22asu,g39saghala,g412mwiini,g44angazija,g44bndzwani,g44dmaore,h11beembe,h131kisundicongokimongo1988,h16akisikongo2013,h16cyombe,h16flaadi,h16kikongo,h31yaka,h321soonde,jd53shi,je31cbukusu,je42gusii,je43kuria,k14lwena,k15mbunda,k31luyana,k332rumanyo,komgrassfields,kulungjarawan,l12bholu,l13kwese,l221lwalwa,l31alubakasai,l32kanyok,l34hemba,l35sanga,m41taabwa,m52lala,mbulajarawan,moghamograssfields,mungakagrassfields,n31chewa,njengrassfields,okugrassfields,p31emakhua,p31gikorovere,r11umbundu,s11shona,s31tswana,s42zulu,s51tshwa,s53tsonga,zaambojarawan
ê	ê/e	E	Vowel	86	U+00EA	"-ìmá mêma,ncêlə̀,salê"	a141lefo,a15celungcentralmanenguba,a15manenguba,a33ayasa,a61ngorobisoo,a621nubaca,a62anukalonge,a832bekol,a83mekaa,a841badwe,a84njem,a87bomwali,a91kwakum,b865nzadi,c36gmonyongo,c42ebwela,d13metoko,e71aupperpokomo,e73digo,g11gogo,h16cyombe,je31cbukusu,k15mbunda,k332rumanyo,l11pende,l13kwese,l23songe,l31alubakasai,l32kanyok,l33lubashaba,l34hemba,l35sanga,okugrassfields,p31gikorovere
ì	ì/i	I	Vowel	1214	U+00EC	"-tíì,vá:lì,ìnì"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a22bakweri,a27malimba,a33ayasa,a34benga,a41barombikang,a42abo,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a71eton,a72aewondo,a832bekol,a86cmpiemo,a87bomwali,a91kwakum,a93kako,aghemgrassfields,b11cgalwa,b11ddyumba,b11fenenga,b202sigu,b21seki,b23mbangwe,b305vove,b44lumbu,b501wanzie,b51duma,b865nzadi,bamungrassfields,bilejarawan,bwazzajarawan,c104aka,c24koyo,c322zamba,c32bobangi,c41ngombe,c43abaati,c44bwa,c61mongo,c71tetela,c81dengese,c83bushong,c85wongo,d13metoko,d14enya,d201liko,d211kango,d21baali,d24songola,d25lega,d28holoholo,d305nyangali,d308ebodo,d311bila,d32birabunia,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,d55buyu,dugurijarawan,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e622akimochi,e65gweno,fefegrassfields,g22asu,g44angazija,g44bndzwani,g63bena,h11beembe,h16flaadi,h16kikongo,h42hunganna,jd53shi,je31cbukusu,k14lwena,k332rumanyo,komgrassfields,kulungjarawan,l11pende,l13kwese,l23songe,l32kanyok,l33lubashaba,l35sanga,m41taabwa,m42bemba,m52lala,mbulajarawan,moghamograssfields,mungakagrassfields,njengrassfields,okugrassfields,p31emakhua,p31gikorovere,r11umbundu,s11shona,s31tswana,s42zulu,s53tsonga,zaambojarawan
í	í/i	I	Vowel	2037	U+00ED	"kíngí,ímʊ́,ítááni"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a24duala,a27malimba,a31bubi,a33ayasa,a34benga,a41barombikang,a42abo,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a601tuki,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anuasue,a62anukalonge,a62bmmala,a62clibie,a71eton,a72aewondo,a832bekol,a83mekaa,a841badwe,a84njem,a86cmpiemo,a87bomwali,a91kwakum,a93kako,aghemgrassfields,b11cgalwa,b11ddyumba,b11fenenga,b202sigu,b21seki,b23mbangwe,b252mahongwe,b44lumbu,b501wanzie,b51duma,b77bfumu,b78wuumu,b81tiene,b82buma,b84mbunda,b85dnsongo,b85emput,b85yanzi,b861ngul,b862lwel,b863pindi,b864ngong,b865nzadi,b86dinga,b86dzing,bamungrassfields,bilejarawan,bwazzajarawan,c104aka,c105mbenga,c141bonyala,c142mondongo,c15bongili,c21ngare,c22akwa,c24koyo,c25abunji,c25bolee,c25condinga,c25eeboyi,c302bolondo,c322zamba,c323mpama,c32bobangi,c34sakata,c36dlingala,c36gmonyongo,c36gmosange,c37ebudza,c401pakabete,c412libobi,c41ngombe,c42ebwela,c43abaati,c44bwa,c52soko,c55lokele,c61ekonda,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,c85wongo,d11mbole,d12lengola,d13metoko,d14enya,d201liko,d211kango,d21baali,d24songola,d25lega,d28holoholo,d305nyangali,d308bodo2,d308ebodo,d311bila,d32birabunia,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,d55buyu,dugurijarawan,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e621dkibosho,e622akimochi,e622clema,e65gweno,e701elwana,e71aupperpokomo,f12bende,f31nyiramba,g11gogo,g12kagulu,g22asu,g39saghala,g401mwani,g412mwiini,g44angazija,g44bndzwani,g44dmaore,g61sangu,g62hehe,h11beembe,h131kisundicongokimongo1988,h16akisikongo2013,h16cyombe,h16flaadi,h31yaka,h321soonde,h41mbala,h42hunganna,jd53shi,je42gusii,je43kuria,k11ciokwe,k14lwena,k15mbunda,k31luyana,k332rumanyo,komgrassfields,kulungjarawan,l12bholu,l13kwese,l221lwalwa,l31alubakasai,l32kanyok,l34hemba,l35sanga,m24malila,m41taabwa,m42bemba,m52lala,m64tonga,mbulajarawan,moghamograssfields,mungakagrassfields,n31chewa,njengrassfields,okugrassfields,p21yao,p23simakonde,p31emakhua,p31gikorovere,r11umbundu,s11shona,s21venda,s31tswana,s41xhosa,s42zulu,s51tshwa,s53tsonga,tivtivoid,zaambojarawan
î	î/i	I	Vowel	87	U+00EE	"dîbá,mwîsi,nzîla"	a22bakweri,a53bafiarikpa,a621nubaca,a62anukalonge,a62bmmala,a71eton,a832bekol,a83mekaa,a841badwe,a84njem,a86cmpiemo,b864ngong,b865nzadi,c37ebudza,c412libobi,d12lengola,d33nyali,d55buyu,dugurijarawan,e73digo,g11gogo,je31cbukusu,k14lwena,k15mbunda,k332rumanyo,komgrassfields,kulungjarawan,l11pende,l13kwese,l23songe,l31alubakasai,l32kanyok,l33lubashaba,l34hemba,l35sanga,njengrassfields,okugrassfields,s42zulu
ð	ð	D	Consonant	127	U+00F0	"eðetu,eðíɣa,moðetu"	a87bomwali,b22akele,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53meruimenti,e53merutig,e53miutini,e53tigania,e541chuka,e54tharaka,e55kamba,e55kambakitu,e55kambamach,e701elwana,g41bajuni
ñ	ɲ	N	Consonant	9	U+00F1	"muña,osañ,šɛñi"	a74abulu,c101baboledz,c101baboleep,c101babolema,c85wongo,d20bvamba1919
ò	ò/o	U	Vowel	904	U+00F2	"ndábò,nzò,ròvùːvɔ̀"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a22bakweri,a27malimba,a31bubi,a33ayasa,a34benga,a41barombikang,a42abo,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a601tuki,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a71eton,a72aewondo,a832bekol,a86cmpiemo,a87bomwali,a91kwakum,a93kako,aghemgrassfields,b11borungu,b11cgalwa,b11ddyumba,b21seki,b252mahongwe,b77bfumu,b862lwel,bilejarawan,bwazzajarawan,c104aka,c24koyo,c322zamba,c32bobangi,c41ngombe,c44bwa,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,c85wongo,d13metoko,d14enya,d201liko,d211kango,d21baali,d24songola,d28holoholo,d308ebodo,d311bila,d331bvanuma,d333ndaaka,d334mbo,d43nyanga,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e71aupperpokomo,fefegrassfields,g22asu,g44angazija,h11beembe,h16flaadi,h321soonde,h42hunganna,jd53shi,je31cbukusu,k14lwena,k15mbunda,k332rumanyo,komgrassfields,kulungjarawan,l11pende,l13kwese,l23songe,l31alubakasai,l33lubashaba,l35sanga,m41taabwa,m42bemba,m52lala,mbulajarawan,mungakagrassfields,njengrassfields,okugrassfields,p21yao,r11umbundu,s11shona,s31tswana,s42zulu,s53tsonga,zaambojarawan
ó	ó/o	U	Vowel	1390	U+00F3	"botóyi,nyiitó,ḿ-boombó"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a24duala,a27malimba,a31bubi,a33ayasa,a34benga,a41barombikang,a42abo,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a601tuki,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anuasue,a62anukalonge,a62bmmala,a62clibie,a71eton,a72aewondo,a74abulu,a832bekol,a83mekaa,a841badwe,a84njem,a87bomwali,a91kwakum,a93kako,aghemgrassfields,b11ddyumba,b21seki,b252mahongwe,b78wuumu,b82buma,b85dnsongo,b85yanzi,b863pindi,b864ngong,b865nzadi,bilejarawan,bwazzajarawan,c104aka,c105mbenga,c141bonyala,c142mondongo,c21ngare,c22akwa,c24koyo,c25abunji,c25bolee,c25condinga,c25eeboyi,c302bolondo,c322zamba,c323mpama,c32bobangi,c36dlingala,c36gmonyongo,c36gmosange,c37ebudza,c401pakabete,c412libobi,c41ngombe,c42ebwela,c43abaati,c44bwa,c52soko,c55lokele,c61ekonda,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,c85wongo,d11mbole,d12lengola,d13metoko,d14enya,d201liko,d211kango,d21baali,d24songola,d308bodo2,d308ebodo,d311bila,d32birabunia,d331bvanuma,d333ndaaka,d334mbo,d43nyanga,d55buyu,dugurijarawan,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e55kamba,e65gweno,e701elwana,e71aupperpokomo,f12bende,g11gogo,g22asu,g39saghala,g412mwiini,g44angazija,g44bndzwani,g44dmaore,h111hangala,h11beembe,h131kisundicongokimongo1988,h16akisikongo2013,h16flaadi,h21akimbundu,h31yaka,h321soonde,h42hunganna,jd53shi,je42gusii,je43kuria,k14lwena,k15mbunda,k31luyana,k332rumanyo,komgrassfields,kulungjarawan,l11pende,l12bholu,l13kwese,l221lwalwa,l31alubakasai,l32kanyok,l34hemba,l35sanga,m41taabwa,m42bemba,m52lala,mbulajarawan,moghamograssfields,mungakagrassfields,n31chewa,njengrassfields,okugrassfields,p15mbunga,p23simakonde,p31emakhua,p31gikorovere,r11umbundu,s11shona,s31tswana,s42zulu,s51tshwa,s53tsonga,zaambojarawan
ô	ô/o	U	Vowel	99	U+00F4	"-tôndo,môho,ʧ̑ônì"	a141lefo,a15cakossi,a15cmkaa,a22bakweri,a27malimba,a33ayasa,a621nubaca,a72aewondo,a74abulu,a832bekol,a83mekaa,a841badwe,a84njem,a86cmpiemo,aghemgrassfields,b11ddyumba,b202sigu,b84mbunda,b864ngong,b86dzing,bilejarawan,c302bolondo,c37ebudza,c42ebwela,c44bwa,c61ekonda,d13metoko,d28holoholo,dugurijarawan,e51kikuyu,e71aupperpokomo,e73digo,g11gogo,g39saghala,k14lwena,k332rumanyo,kulungjarawan,l11pende,l13kwese,l23songe,l32kanyok,l35sanga,moghamograssfields,njengrassfields,s42zulu
õ	õ	U	Vowel	7	U+00F5	"kõ,mõlõrã,àɓõlĩ"	a803shiwa,a86cmpiemo,b25kota,b85dnsongo,s31tswana
ø	ø	U	Vowel	2	U+00F8	"m̀-pønɛ́,nsøiri̧"	a151nkongho,d32birabunia
ù	ù/u	Y	Vowel	1013	U+00F9	"kúŋkùrò,ngwɔ́nɗéré ngùn,nàbùtù"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a22bakweri,a27malimba,a33ayasa,a41barombikang,a42abo,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a71eton,a72aewondo,a832bekol,a86cmpiemo,a91kwakum,a93kako,aghemgrassfields,b11ddyumba,b202sigu,b21seki,b23mbangwe,b44lumbu,b51duma,b865nzadi,b86dzing,bamungrassfields,bilejarawan,bwazzajarawan,c104aka,c24koyo,c322zamba,c32bobangi,c41ngombe,c43abaati,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,d11mbole,d13metoko,d14enya,d211kango,d21baali,d24songola,d25lega,d305nyangali,d308ebodo,d311bila,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e621dkibosho,e65gweno,e71aupperpokomo,f31nyiramba,fefegrassfields,g22asu,g39saghala,g44angazija,g44bndzwani,h11beembe,h16flaadi,h41mbala,h42hunganna,jd53shi,je31cbukusu,k14lwena,k31luyana,k332rumanyo,komgrassfields,kulungjarawan,l11pende,l13kwese,l23songe,l31alubakasai,l32kanyok,l33lubashaba,l35sanga,m41taabwa,m42bemba,m52lala,mbulajarawan,moghamograssfields,mungakagrassfields,p31emakhua,p31gikorovere,r11umbundu,s11shona,s21venda,s31tswana,s42zulu,s53tsonga,zaambojarawan
