Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
ü̑	ü̑/y	Y	Vowel	1	U+00FC U+0311	"èɡü̑ri"	njengrassfields
āˀ	āˀ/aˀ	A	Vowel	1	U+0101 U+02C0	"ŋɡwāˀ"	fefegrassfields
āˋ	āˋ/a	A	Vowel	1	U+0101 U+02CB	"m̀kāˋk"	okugrassfields
ē:	ē:/eː	E	Vowel	1	U+0113 U+003A	"èvē:"	a33ayasa
ě:	ě:/eː	E	Vowel	3	U+011B U+003A	"-ě:là,wě:ká,wě:lá"	c71tetela,c81dengese
ěʲ	ě/e j	E J	Vowel Consonant	2	U+011B U+02B2	"fěʲ,wěʲ"	a41barombikang
ě̱	ě̱/e	E	Vowel	1	U+011B U+0331	"bě̱"	a72aewondo
īˀ	īˀ/iˀ	I	Vowel	2	U+012B U+02C0	"ìndīˀ,ǹdīˀ"	moghamograssfields,njengrassfields
ĭ̀	ĭ̀/i	I	Vowel	1	U+012D U+0300	"dzĭ̀"	b865nzadi
ı̀	ı̀/ɪ	I	Vowel	2	U+0131 U+0300	"vìjɔ́nı̀,èlɛ́mı̀"	a33ayasa
ı́	ı́/ɪ	I	Vowel	2	U+0131 U+0301	"èɗı́kı́ɛ̀"	a33ayasa
ı̄	ı̄/ɪ	I	Vowel	1	U+0131 U+0304	"mpɔ̀pı̄"	a33ayasa
ŋʰ	ŋʰ	N	Consonant	5	U+014B U+02B0	"-iŋʰa,ŋʰondo,ŋʰutwi"	g12kagulu,g64pangwa
ŋʷ	ŋʷ	N	Consonant	5	U+014B U+02B7	"jiŋʷi,óŋʷá ḷòbà,ŋʷáláná"	a122bakundu,je25jita
ŋˊ	ŋˊ/ŋ	N	Consonant	1	U+014B U+02CA	"ə̄mə̄lúŋˊ"	komgrassfields
ŋ̀	ŋ̀/ŋ	N	Consonant	55	U+014B U+0300	"ŋ̀-kwɔ̀n,ŋ̀-kòò,ŋ̀kɔ́"	a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a53bafiarikpa,a54tibea,a61ngorolunda,a621nubaca,a71eton,bamungrassfields,d21baali,fefegrassfields,mungakagrassfields,p21yao,s31tswana,s53tsonga
ŋ́	ŋ́/ŋ	N	Consonant	6	U+014B U+0301	"tɬʰóŋ́,éɣɔ̋ˈŋ́,ŋ́kâˀ"	aghemgrassfields,c83bushong,komgrassfields,s31tswana
ŋ̄	ŋ̄/ŋ	N	Consonant	6	U+014B U+0304	"īɣáŋ̄,ə̄dʒɛ́ŋ̄,ɛ̄btɔ́ŋ̄"	komgrassfields,okugrassfields
ŋ̊	ŋ̊	N	Consonant	1	U+014B U+030A	"átɔ̀ŋ̊"	njengrassfields
ŋ̩	ŋ̍	N	Consonant	14	U+014B U+0329	"ŋ̩gutu,ŋ̩gɔɣɔ,ŋ̩kaŋ"	a75afangbitam,a75afangmedouneu,a75afangminvoul,b22bngom,b32kande
ōː	ōː/oː	U	Vowel	1	U+014D U+02D0	"mōːn̏dȍ"	e55kamba
ō̱	ō̱/o	U	Vowel	1	U+014D U+0331	"mō̱"	a24duala
œ́	œ́/œ	U	Vowel	1	U+0153 U+0301	"ə̄kwœ́"	komgrassfields
œ̂	œ̂/œ	U	Vowel	1	U+0153 U+0302	"lèkœ̂'"	a84njem
ŭ:	ŭ:/uː	Y	Vowel	1	U+016D U+003A	"-bŭ:là"	l35sanga
ǀ̰	ǀ̃	!	Consonant	1	U+01C0 U+0330	"ǀɛ́ǀ̰à"	k332rumanyo
ǎ:	ǎ:/aː	A	Vowel	1	U+01CE U+003A	"zǎ:là"	c322zamba
ǐˀ	ǐˀ/iˀ	I	Vowel	4	U+01D0 U+02C0	"d-ǐˀ,mbúmǐˀ"	a141lefo,a151nkongho,a15bmiengenwmanenguba
ǒ̱	ǒ̱/o	U	Vowel	5	U+01D2 U+0331	"akǒ̱l-me,kǒ̱s,mvǒ̱t"	a72aewondo
ǝ́	ǝ́/ə	E	Vowel	8	U+01DD U+0301	"lsǝ́n,lǝlǝ́m,ngǝtǝ́"	b862lwel
ǽˀ	ǽˀ/æˀ	E	Vowel	2	U+01FD U+02C0	"myæ̀ǽˀ,ndǽˀ"	a15bmiengenwmanenguba
ȕ̏	ȕ̏/u	Y	Vowel	1	U+0215 U+030F	"nzɔȕ̏"	e55kamba
ȳ$	ȳ/y	Y	Vowel	2	U+0233 U+0024	"ītʃvʊ́ īʒȳ,ʒȳ"	komgrassfields
ɑ̀	ɑ̀/ɑ	A	Vowel	6	U+0251 U+0300	"mú-nwɑ̀n,mɑ̀ɑ̀ɲòŋ,ŋ̀-kɑ̀ŋ"	a15bmiengenwmanenguba
ɑ̃	ɑ̃	A	Vowel	1	U+0251 U+0303	"mpfwɑ̃"	a803shiwa
ɑ̄	ɑ̄/ɑ	A	Vowel	2	U+0251 U+0304	"c-ɑ̄ʔ,gɑ̄ŋ"	a53bafiarikpa
ɔ:	ɔː	U	Vowel	1	U+0254 U+003A	"ɩ-kɔ:"	b81tiene
ɔː	ɔː	U	Vowel	9	U+0254 U+02D0	"tɔːɣí,ɲɔːmbá"	e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini
ɔ̀	ɔ̀/ɔ	U	Vowel	545	U+0254 U+0300	"-ɓɔ̀wɔ̀,mɔ̀n,ì-kɔ̀ŋgɔ́"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a22bakweri,a27malimba,a31bubi,a33ayasa,a34benga,a41barombikang,a42abo,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a81kwasio,a832bekol,a86cmpiemo,a87bomwali,a91kwakum,a93kako,aghemgrassfields,b11ddyumba,b202sigu,b21seki,b252mahongwe,b602kaninginord,b865nzadi,bamungrassfields,c104aka,c24koyo,c322zamba,c32bobangi,c61mongo,c71tetela,c81dengese,c83bushong,c85wongo,d13metoko,d211kango,d21baali,d25lega,d28holoholo,d305nyangali,d308ebodo,d311bila,d333ndaaka,d334mbo,d33nyali,d43nyanga,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,fefegrassfields,je42gusii,k332rumanyo,komgrassfields,kulungjarawan,moghamograssfields,mungakagrassfields,njengrassfields,okugrassfields,s31tswana
ɔ́	ɔ́/ɔ	U	Vowel	789	U+0254 U+0301	"kámwɔ́,líbɔ̀:ŋgɔ́,olo-bɛ́bɔ́"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a27malimba,a31bubi,a33ayasa,a34benga,a41barombikang,a42abo,a43abasaa,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a601tuki,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anuasue,a62anukalonge,a62bmmala,a62clibie,a71eton,a832bekol,a841badwe,a84njem,a87bomwali,a91kwakum,a93kako,aghemgrassfields,b11ddyumba,b202sigu,b21seki,b252mahongwe,b51duma,b602kaninginord,b78wuumu,b81tiene,b82buma,b84mbunda,b85dnsongo,b85emput,b85yanzi,b861ngul,b863pindi,b865nzadi,b86dinga,bamungrassfields,c104aka,c105mbenga,c141bonyala,c142mondongo,c21ngare,c22akwa,c24koyo,c25abunji,c25bolee,c25condinga,c25eeboyi,c302bolondo,c323mpama,c32bobangi,c34sakata,c36dlingala,c36gmonyongo,c36gmosange,c37ebudza,c401pakabete,c412libobi,c41ngombe,c42ebwela,c43abaati,c44bwa,c52soko,c61ekonda,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,d11mbole,d12lengola,d13metoko,d14enya,d201liko,d211kango,d21baali,d25lega,d28holoholo,d305nyangali,d308bodo2,d308ebodo,d311bila,d32birabunia,d331bvanuma,d333ndaaka,d334mbo,d33nyali,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e55kamba,e701elwana,f31nyiramba,je42gusii,je43kuria,k332rumanyo,komgrassfields,kulungjarawan,moghamograssfields,mungakagrassfields,njengrassfields,okugrassfields,s31tswana
ɔ̂	ɔ̂/ɔ	U	Vowel	65	U+0254 U+0302	"kùɔ̂p,vìjɔ̂,íbuɔ̂"	a122bakundu,a141lefo,a15cmkaa,a22bakweri,a33ayasa,a41barombikang,a42abo,a61ngorobisoo,a621nubaca,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a832bekol,a84njem,a86cmpiemo,a87bomwali,a91kwakum,aghemgrassfields,b11ddyumba,b21seki,b865nzadi,c302bolondo,c36gmonyongo,c42ebwela,d21baali,k332rumanyo,moghamograssfields,okugrassfields
ɔ̃	ɔ̃	U	Vowel	19	U+0254 U+0303	"utɔ̃ka,ɔ̃kangá,ɔ̃kwá"	a803shiwa,b22bngom,b22emwesa,b251shake,b25kota,b601lempini,b62mbaama,b71aibtekeibalicongo,c141bonyala,d33nyali
ɔ̄	ɔ̄/ɔ	U	Vowel	52	U+0254 U+0304	"fítɔ̄ŋ,ìkɔ̀ŋgɔ̄,ŋɡɔ̄"	a122bakundu,a33ayasa,a51bafiamaja,a53bafiarikpa,a86cmpiemo,a87bomwali,a93kako,aghemgrassfields,d311bila,d331bvanuma,fefegrassfields,komgrassfields,moghamograssfields,njengrassfields,okugrassfields
ɔ̆	ɔ̆/ɔ	U	Vowel	3	U+0254 U+0306	"ikɔ̆n,mbwɔ̆m,yɔ̆bɔ̀"	a44tunen,b865nzadi
ɔ̋	ɔ̋/ɔ	U	Vowel	2	U+0254 U+030B	"éɣɔ̋ˈŋ́,ə́tɔ̋ˈŋ́"	komgrassfields
ɔ̌	ɔ̌/ɔ	U	Vowel	43	U+0254 U+030C	"j-ɔ̌p,ɲɔ̌,ɲɔ̌ʔ"	a141lefo,a15celungcentralmanenguba,a15cmkaa,a41barombikang,a42abo,a61ngorobisoo,a62anukalonge,a63mangisa,a71eton,a91kwakum,b252mahongwe,b81tiene,bamungrassfields,c37ebudza,c43abaati,c61mongo,c76ombo,c83bushong,d33nyali,e51kikuyu,mungakagrassfields,p31emakhua
ɔ̍	ɔ̍/ɔ	U	Vowel	2	U+0254 U+030D	"mɛ̀níkɔ̍,mɷ̀nyɔ̍lì"	d33nyali
ɔ̏	ɔ̏/ɔ	U	Vowel	2	U+0254 U+030F	"etúmɔ̏,kẅɔ́kɔ̏"	e55kamba
ɔ̑	ɔ̑/ɔ	U	Vowel	4	U+0254 U+0311	"a-tɔ̑,wɔ̑t,à-mbɔ̑k"	a621nubaca,njengrassfields
ɔ̥	ɔ̥/ɔ	U	Vowel	1	U+0254 U+0325	"ihɔ̥"	tivtivoid
ɔ̰	ɔ̃	U	Vowel	2	U+0254 U+0330	"bʷɔ̰ŋ,ɟɥɔ̰ŋ"	a81kwasio
ɔ̱	ɔ̱/ɔ	U	Vowel	3	U+0254 U+0331	"aɔ̱,aɔ̱ndo̱,ɔ̱r"	mbulajarawan,tivtivoid
ɔ᷆	ɔ᷆/ɔ	U	Vowel	2	U+0254 U+1DC6	"fɔ᷆,tʃɔ᷆ŋ"	okugrassfields
ɘ̀	ɘ̀/ɘ	E	Vowel	6	U+0258 U+0300	"lɛ̀-bɘ̀n,èpɘ̀ɘ́zók,ŋ̀-kɘ̀"	a151nkongho,a15celungcentralmanenguba
ɘ́	ɘ́/ɘ	E	Vowel	3	U+0258 U+0301	"mpʰɘ́,mɘ̀ɘ́,èpɘ̀ɘ́zók"	a151nkongho
ɘ̂	ɘ̂/ɘ	E	Vowel	2	U+0258 U+0302	"dɘ̂m,lɛ̀-ʦɘ̂"	a151nkongho,a15celungcentralmanenguba
ɘ̌	ɘ̌/ɘ	E	Vowel	1	U+0258 U+030C	"dɘ̌ɘ̀"	a15celungcentralmanenguba
ə:	ə:/əː	E	Vowel	1	U+0259 U+003A	"ɲə:"	okugrassfields
ə̀	ə̀/ə	E	Vowel	197	U+0259 U+0300	"-pɸə̀,ə-kòkə̀lɛ̀,ɣ-ə̀p"	a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a44tunen,a45nyokon,a462yambeta,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorolunda,a63mangisa,a832bekol,a93kako,bamungrassfields,fefegrassfields,komgrassfields,kulungjarawan,moghamograssfields,mungakagrassfields,njengrassfields,okugrassfields
ə́	ə́/ə	E	Vowel	150	U+0259 U+0301	"kə́ŋ,mbòbə́ m̀fùŋ,ɗə-ɖə́màʔ"	a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15manenguba,a44tunen,a45nyokon,a51bafiamaja,a54tibea,a61ngoroasom,a61ngorolunda,a832bekol,a83mekaa,aghemgrassfields,b85dnsongo,b85emput,b861ngul,b86dinga,bamungrassfields,bwazzajarawan,c34sakata,dugurijarawan,komgrassfields,kulungjarawan,mbulajarawan,moghamograssfields,mungakagrassfields,njengrassfields,okugrassfields,tivtivoid
ə̂	ə̂/ə	E	Vowel	18	U+0259 U+0302	"à-yə̂m,à-ɓə̂,ɲə̂m"	a15bmiengenwmanenguba,a15manenguba,a83mekaa,komgrassfields,moghamograssfields,njengrassfields,okugrassfields
ə̄	ə̄/ə	E	Vowel	54	U+0259 U+0304	"ìvə̄m,ə̄mə̄lúŋˊ,ɣə̄m"	a51bafiamaja,fefegrassfields,komgrassfields,njengrassfields,okugrassfields
ə̌	ə̌/ə	E	Vowel	11	U+0259 U+030C	"lə̌ŋ,nìnjə̌m,ɥüə̌rə́"	a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15manenguba,bamungrassfields,njengrassfields
ə̍	ə̍/ə	E	Vowel	1	U+0259 U+030D	"ma̍ɲʒə̍"	bamungrassfields
ə̑	ə̑/ə	E	Vowel	2	U+0259 U+0311	"-tə̑,ɲə̑m"	a45nyokon,njengrassfields
ə̥	ə̥/ə	E	Vowel	6	U+0259 U+0325	"ahumbə̥,awambə̥,nə̥ŋgə̱"	tivtivoid
ə̭	ə̭/ə	E	Vowel	1	U+0259 U+032D	"i̱jə̭n"	tivtivoid
ə̰	ə̃	E	Vowel	2	U+0259 U+0330	"shagə̰ligî,shiyə̰ri"	bilejarawan,kulungjarawan
ə̱	ə̱/ə	E	Vowel	5	U+0259 U+0331	"a̱ŋgə̱r,dzəgə̱,gyə̱"	bilejarawan,tivtivoid
ɛː	ɛː	E	Vowel	1	U+025B U+02D0	"ebɛːlɛ"	e46sonjo
ɛ̀	ɛ̀/ɛ	E	Vowel	422	U+025B U+0300	"-ɔ̀:lɛ̀,sìɲɛ̀,ò-nòmɛ́ɛ̀t"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a22bakweri,a27malimba,a33ayasa,a34benga,a41barombikang,a42abo,a44tunen,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a71eton,a81kwasio,a832bekol,a86cmpiemo,a91kwakum,a93kako,aghemgrassfields,b11ddyumba,b202sigu,b21seki,b23mbangwe,b501wanzie,b51duma,b865nzadi,bamungrassfields,bilejarawan,c104aka,c24koyo,c322zamba,c41ngombe,c44bwa,c61mongo,c71tetela,c81dengese,c83bushong,c85wongo,d13metoko,d211kango,d21baali,d25lega,d28holoholo,d305nyangali,d308ebodo,d311bila,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,dugurijarawan,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,fefegrassfields,k332rumanyo,komgrassfields,kulungjarawan,mungakagrassfields,njengrassfields,okugrassfields,s31tswana
ɛ́	ɛ́/ɛ	E	Vowel	598	U+025B U+0301	"ipɛ́,mɛ̀sɛ́ì,mɛ́mɩ́"	a11londo,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a27malimba,a31bubi,a33ayasa,a34benga,a41barombikang,a42abo,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anuasue,a62anukalonge,a62bmmala,a62clibie,a71eton,a841badwe,a91kwakum,a93kako,aghemgrassfields,b11ddyumba,b21seki,b23mbangwe,b252mahongwe,b78wuumu,b81tiene,b82buma,b84mbunda,b85dnsongo,b85emput,b85yanzi,b861ngul,b863pindi,b865nzadi,b86dinga,bamungrassfields,c104aka,c105mbenga,c141bonyala,c142mondongo,c21ngare,c22akwa,c24koyo,c25abunji,c25bolee,c25condinga,c25eeboyi,c25mboshi,c302bolondo,c322zamba,c323mpama,c32bobangi,c34sakata,c36gmonyongo,c36gmosange,c37ebudza,c401pakabete,c412libobi,c41ngombe,c42ebwela,c43abaati,c44bwa,c61ekonda,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,c85wongo,d11mbole,d12lengola,d13metoko,d201liko,d211kango,d21baali,d25lega,d28holoholo,d305nyangali,d308bodo2,d308ebodo,d311bila,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e55kamba,e701elwana,h42hunganna,je42gusii,je43kuria,k332rumanyo,komgrassfields,kulungjarawan,moghamograssfields,mungakagrassfields,njengrassfields,okugrassfields,p31emakhua,s31tswana
ɛ̂	ɛ̂/ɛ	E	Vowel	30	U+025B U+0302	"-ɛ̂n,tɛ̂n,ə̄fənsɛ̂s"	a141lefo,a15ambuu,a22bakweri,a24duala,a41barombikang,a621nubaca,a62anukalonge,a63mangisa,a832bekol,a83mekaa,a841badwe,a84njem,b21seki,c37ebudza,c44bwa,k332rumanyo,komgrassfields,njengrassfields,okugrassfields
ɛ̃	ɛ̃	E	Vowel	3	U+025B U+0303	"mwɛ̃hi,ùdyɛ̃nĩkɛ̀,ɲɔwɛ̃"	b23mbangwe,b251shake,b252mahongwe
ɛ̄	ɛ̄/ɛ	E	Vowel	35	U+025B U+0304	"kòɣò kí kɛ́ɛ̄,ɛ̄kɔ́lɛ̄,ɛ̄ɓɛ̄lɛ̄"	a33ayasa,a41barombikang,a42abo,a53bafiarikpa,a61ngoroasom,a86cmpiemo,bamungrassfields,d311bila,fefegrassfields,komgrassfields,njengrassfields,okugrassfields
ɛ̆	ɛ̆/ɛ	E	Vowel	1	U+025B U+0306	"mwă-mbyɛ̆"	b865nzadi
ɛ̋	ɛ̋/ɛ	E	Vowel	2	U+025B U+030B	"-mwɛ̋,motwɛ̋"	e55kamba
ɛ̌	ɛ̌/ɛ	E	Vowel	37	U+025B U+030C	"mbísìbwɛ̌,mɛ̌ɲʃíí,ŋ̀-kwɛ̌"	a141lefo,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15manenguba,a22bakweri,a42abo,a61ngorobisoo,a63mangisa,a71eton,b21seki,c105mbenga,c142mondongo,c322zamba,c42ebwela,c44bwa,c83bushong,d25lega,d28holoholo,d305nyangali,d43nyanga
ɛ̍	ɛ̍/ɛ	E	Vowel	4	U+025B U+030D	"dìwɛ̍lɛ́,kɛ̀ndákɛ̍ndá,mɛ̍ná"	c71tetela
ɛ̏	ɛ̏/ɛ	E	Vowel	1	U+025B U+030F	"-nɛ́nɛ̏"	e55kamba
ɛ̑	ɛ̑/ɛ	E	Vowel	2	U+025B U+0311	"kì-sɛ̑l,mùɛ́-mɛ̀nɛ̑"	a621nubaca
ɛ᷆	ɛ᷆/ɛ	E	Vowel	1	U+025B U+1DC6	"ɥɛ᷆n"	okugrassfields
ɡʷ	gʷ	K	Consonant	2	U+0261 U+02B7	"áŋɡʷāŋ,ŋɡʷíáná"	a122bakundu,njengrassfields
ɡ̀	ɡ̀/g	K	Consonant	1	U+0261 U+0300	"ɡ̀ẅí̀"	moghamograssfields
ɣʷ	ɣʷ	G	Consonant	1	U+0263 U+02B7	"íɣʷűˈḿ"	komgrassfields
ɤ́	ɤ́/ɤ	E	Vowel	4	U+0264 U+0301	"anɤ́,katɤ́l,nɤ́n"	b84mbunda,b86dinga
ɨ̀	ɨ̀/ɨ	I	Vowel	52	U+0268 U+0300	"dzɨ̀ŋ,fɨ̀-wén,tɨ̀-sàn"	a45nyokon,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorolunda,aghemgrassfields,bamungrassfields,moghamograssfields
ɨ́	ɨ́/ɨ	I	Vowel	89	U+0268 U+0301	"kɨ́ʃɛ́ʃɛ́,yɨ̀ɨ́l,ŋɡùp tɨ́tɨ́"	a151nkongho,a45nyokon,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorolunda,a841badwe,a84njem,aghemgrassfields,b84mbunda,b85emput,b85yanzi,b861ngul,b863pindi,b86dinga,bamungrassfields,c34sakata,komgrassfields,moghamograssfields,njengrassfields
ɨ̂	ɨ̂/ɨ	I	Vowel	6	U+0268 U+0302	"fɨ̂ŋ,jɨ̂m,īɣɨ̂n"	a841badwe,a84njem,moghamograssfields,okugrassfields
ɨ̄	ɨ̄/ɨ	I	Vowel	2	U+0268 U+0304	"nthəɨ̄k,ɗ-ɨ̄ʔ"	a53bafiarikpa,okugrassfields
ɨ̌	ɨ̌/ɨ	I	Vowel	2	U+0268 U+030C	"nzɨ̌,zɨ̌"	a841badwe,a84njem
ɩ:	ɪː	I	Vowel	1	U+0269 U+003A	"ŋ-kɩ:"	b81tiene
ɩː	ɪː	I	Vowel	1	U+0269 U+02D0	"ɩɲjɩːmba homme"	f25bungu
ɩ̀	ɩ̀/ɪ	I	Vowel	51	U+0269 U+0300	"mɷ̀kɩ̀lí,sásál̪ɩ̀,ŋwɩ̀"	c43abaati,c44bwa,d201liko,d21baali,d25lega,d28holoholo,d305nyangali,d308ebodo,d311bila,d333ndaaka,d334mbo,d33nyali,d43nyanga,s31tswana
ɩ́	ɩ́/ɪ	I	Vowel	104	U+0269 U+0301	"linɩ́m,mʊkɩ́la,ɛ̄ndɩ́kā"	a87bomwali,b862lwel,b864ngong,b865nzadi,c34sakata,c43abaati,c44bwa,d11mbole,d14enya,d201liko,d211kango,d21baali,d25lega,d28holoholo,d305nyangali,d308ebodo,d311bila,d32birabunia,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,e701elwana,f31nyiramba,k15mbunda,l12bholu,l221lwalwa,m24malila,s31tswana
ɩ̂	ɩ̂/ɪ	I	Vowel	1	U+0269 U+0302	"sɩ̂"	e701elwana
ɩ̃	ɪ̃	I	Vowel	1	U+0269 U+0303	"ɩ̃mbãmbã"	d33nyali
ɩ̄	ɩ̄/ɪ	I	Vowel	1	U+0269 U+0304	"lɩ̄ɲɔ́"	d311bila
ɩ̌	ɩ̌/i	I	Vowel	8	U+0269 U+030C	"igɩ̌,kyɩ̌ná,kɩbʊndɩ̌"	d25lega,d28holoholo,d305nyangali,f22nyamwezi
ɩ̧	ɩ̧/ɪ	I	Vowel	1	U+0269 U+0327	"-noɲɩ̧"	d55buyu
ɪ́	ɪ́/ɪ	I	Vowel	4	U+026A U+0301	"ítsɪ́ɣá,íˈɣɪ́m,ītɪ́m"	aghemgrassfields,okugrassfields
ɪ̂	ɪ̂/ɪ	I	Vowel	1	U+026A U+0302	"wɪ̂l"	okugrassfields
ɪ᷆	ɪ᷆/ɪ	I	Vowel	1	U+026A U+1DC6	"ɥɪ᷆m"	okugrassfields
ɯ̀	ɯ̀/ɯ	I	Vowel	2	U+026F U+0300	"kɯ̀-kùì̍,zɯ̀ɯ́"	a53bafiarikpa
ɯ́	ɯ́/ɯ	I	Vowel	2	U+026F U+0301	"-ɗɯ́,zɯ̀ɯ́"	a53bafiarikpa
ɲ̀	ɲ̀/ɲ	N	Consonant	5	U+0272 U+0300	"ɲ̀-ɲà,ɲ̀tʃá,ɲ̀ùŋ"	a71eton,d311bila,mungakagrassfields,s31tswana
ɲ̄	ɲ̄/ɲ	N	Consonant	1	U+0272 U+0304	"ɲ̄ɲjā"	d311bila
ɲ̩	ɲ̩	N	Consonant	2	U+0272 U+0329	"ɲ̩ɲɔ,ɲ̩ʃyəʔ"	a803shiwa,b22bkoya
ɷ̀	ɷ̀/ʊ	Y	Vowel	31	U+0277 U+0300	"fɷ̀-sí̄ì̄,kɷ̀ndí,ɷ̀gbǎl̪ú"	a51bafiamaja,a54tibea,a87bomwali,d33nyali
ɷ́	ɷ́/ʊ	Y	Vowel	9	U+0277 U+0301	"kɷ̀-fɷ́ʔ,mɷ̀tɷ́má,mʌ̀mɷ́"	a51bafiamaja,a54tibea,d33nyali
ɷ̃	ʊ̃	Y	Vowel	2	U+0277 U+0303	"îɓɷ̃ɓɷ̃"	d33nyali
ɷ̄	ɷ̄/ʊ	Y	Vowel	1	U+0277 U+0304	"ɗɷ̄ʔ"	a51bafiamaja
ɷ̌	ɷ̌/ʊ	Y	Vowel	1	U+0277 U+030C	"kɷ̌"	a87bomwali
ʃʷ	ʃʷ	S	Consonant	2	U+0283 U+02B7	"i-ʃʷa,iʃʷi"	e623akiseri,f25bungu
ʈʰ	ʈʰ	T	Consonant	5	U+0288 U+02B0	"iʈʰáya,iʈʰúpo,ńʈʰu"	p31emakhua,p31gikorovere
ʉ̀	ʉ̀/ʉ	Y	Vowel	13	U+0289 U+0300	"fʉ̀t˚,mʉ̀r,žʉ̀a"	a84njem,bamungrassfields,fefegrassfields,mungakagrassfields,njengrassfields
ʉ́	ʉ́/ʉ	Y	Vowel	31	U+0289 U+0301	"nyʉ́a,ŋɡùptʉ́,ǹtʉ́m"	a841badwe,a84njem,bamungrassfields,komgrassfields,mungakagrassfields,njengrassfields
ʉ̂	ʉ̂/ʉ	Y	Vowel	10	U+0289 U+0302	"dʉ̂,lʉ̂,mʉ̀rʉ̂m"	a841badwe,a84njem
ʉ̄	ʉ̄/ʉ	Y	Vowel	7	U+0289 U+0304	"sʉ̄ʉ,thʉ̄ʔ,vhʉ̄"	fefegrassfields
ʉ̌	ʉ̌/ʉ	Y	Vowel	5	U+0289 U+030C	"kʉ̌,kʉ̌n,nʉ̌n"	a841badwe,a84njem
ʊ̀	ʊ̀/ʊ	Y	Vowel	58	U+028A U+0300	"kʊ̀ní,ǹtɬʊ̀,ʊ̀lɔ̀ŋgɔ̀"	c43abaati,c44bwa,d211kango,d21baali,d25lega,d28holoholo,d305nyangali,d308ebodo,d331bvanuma,d43nyanga,s31tswana
ʊ́	ʊ́/ʊ	Y	Vowel	111	U+028A U+0301	"mʊkʊndʊ́,rárʊ́,ɩ-tfʊ́ʊ"	a87bomwali,aghemgrassfields,b81tiene,c32bobangi,c43abaati,c44bwa,d201liko,d25lega,d28holoholo,d305nyangali,d308ebodo,d311bila,d331bvanuma,d333ndaaka,d334mbo,d43nyanga,e701elwana,f31nyiramba,komgrassfields,okugrassfields,s31tswana
ʊ̂	ʊ̂/ʊ	Y	Vowel	3	U+028A U+0302	"nʊ̂ŋ,íbvʊ̂,ə̄tʃvʊ̂"	aghemgrassfields,komgrassfields,okugrassfields
