Words,W2,W3,W4,W5,W6,W7,W8,W9,W10,W12,W14,W15,W16,W18,W20,W22,W23,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W46,W48,W49,W50,W51,W52,W54,W55,W56,W58,W60,W61,W62,W63,W64,W65,W66,W68,W69,W70,W72,W73,W74,W75,W76,W77,W78,W79,W81,W83,W84,W86,W87,W89,W90,W91,W92,W93,W94,W95,W97,W98,W99,W100,W101,W103,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W117,W119,W123,W125,W24,W59
L53_Runda,?,?,11,40,?,1,55,14,19,21,2,1,23,?,54,44,?,1,1,1,3,1,3,?,2,?,?,10,31,7,34,?,1,?,40,?,33,?,2,6,1,25,21,19,?,?,?,23,?,?,27,22,?,?,?,33,1,16,4,?,7,1,5,26,2,4,1,22,?,33,18,?,?,?,9,?,?,21,?,?,?,29,33,6,?,?,1,4,25,1,?,?,?,4,?,27,?,32,?,?
L221_Lwalwa,27,?,43,48,?,1,7,14,19,32,2,1,14,?,37,8,?,1,1,1,3,1,3,?,2,?,?,10,3,38,3,?,22,?,40,?,1,?,27,36,3,31,?,19,?,?,?,23,21,?,27,4,1,1,33,7,5,18,4,?,7,1,7,5,2,4,1,22,?,13,18,?,?,?,1,?,?,21,?,?,?,9,33,6,?,?,1,4,27,6,?,?,?,4,?,16,?,13,?,?
L33_Luba-Shaba,22,13,11,24,?,26,28,2,19,21,2,1,23,?,27,8,?,1,1,15,4,1,3,?,2,?,?,10,3,7,37,?,22,?,?,?,1,?,35,25,3,25,24,19,?,?,?,18,11,?,36,3,?,?,32,2,5,16,4,?,7,1,5,11,2,4,33,22,?,13,18,?,?,?,1,?,?,21,?,?,?,12,5,6,?,?,1,3,1,11,?,?,?,28,?,27,?,7,?,?
L62_Nkoya,1,1,29,49,?,1,7,2,19,1,2,1,34,?,27,44,?,1,1,1,3,1,3,?,2,?,?,?,34,36,37,?,1,?,39,?,30,?,2,6,3,25,1,19,?,?,?,24,22,?,36,24,1,52,24,2,1,6,4,?,6,30,5,11,2,4,1,22,?,4,18,?,?,?,37,?,?,21,?,?,?,9,46,6,?,?,1,4,25,11,?,?,?,4,?,27,?,7,?,?
JD53_Shi,1,1,1,40,26,23,30,2,1,33,2,1,23,1,55,44,16,1,1,1,4,1,3,4,2,4,26,1,3,39,37,27,11,1,48,4,1,15,31,25,3,25,1,21,23,1,2,28,11,33,8,4,1,22,22,2,5,6,4,?,6,1,5,27,2,16,1,22,?,23,18,1,5,2,1,?,1,21,1,5,4,12,5,6,1,1,1,3,1,11,?,?,13,4,25,16,31,7,?,?
JD62_Rundi,1,1,41,48,36,23,7,2,1,34,2,1,14,1,55,8,21,1,1,1,4,1,3,4,2,4,1,1,35,7,37,28,11,1,49,4,1,15,2,41,3,25,1,21,17,1,2,17,34,34,8,33,1,22,22,34,5,6,4,17,6,31,5,12,2,4,1,22,24,23,18,1,5,2,1,3,23,21,1,14,4,12,5,25,1,1,1,3,1,11,20,41,2,6,26,16,22,36,29,39
JD64_Shubi,1,1,41,48,36,23,7,2,36,33,2,1,39,1,55,8,21,1,1,1,4,1,19,4,2,4,1,1,35,7,37,28,11,1,49,4,1,15,23,41,3,25,1,21,17,1,2,17,34,35,8,33,1,22,22,34,5,6,4,17,6,31,5,12,2,4,1,22,24,23,18,15,5,2,38,3,23,21,1,5,4,12,5,25,1,1,1,3,1,11,21,42,22,4,27,16,22,36,29,39
JD65_Hangaza,1,1,41,48,36,23,7,2,37,23,2,1,39,1,55,48,21,1,1,1,4,1,19,4,2,4,1,1,35,7,37,28,11,1,49,4,34,15,23,41,3,25,1,30,17,1,2,17,34,34,8,33,1,22,22,34,5,6,4,17,6,31,5,12,2,4,1,22,24,23,18,15,5,2,38,3,23,21,1,5,4,12,5,25,1,1,1,3,1,11,21,42,23,4,27,16,22,36,29,39
JD66_Kiha,1,1,41,40,36,23,30,16,37,34,2,1,39,1,55,44,21,1,1,1,4,1,3,4,2,21,1,1,35,7,37,28,11,1,49,4,1,15,2,25,3,25,1,21,17,1,20,17,34,36,8,33,1,22,22,34,5,6,4,17,6,31,5,12,2,4,1,22,24,23,18,1,5,2,38,3,23,21,1,5,4,12,5,25,1,1,1,3,1,11,20,43,23,6,28,16,32,36,29,39
JD67_Kivinza,1,1,41,40,36,23,7,16,36,34,2,1,39,1,55,44,13,1,1,1,4,1,3,4,2,21,1,1,35,7,37,28,11,1,49,4,34,15,2,25,3,25,1,21,17,1,20,17,11,34,8,33,1,22,22,34,5,6,4,17,6,31,5,12,2,4,1,22,24,13,18,1,5,2,33,3,23,21,1,5,4,12,5,25,1,1,1,3,1,11,13,44,2,6,29,16,33,36,29,39
JE11_Runyoro,1,21,1,48,28,23,30,2,1,23,2,1,40,1,55,8,13,1,1,1,3,1,19,10,2,4,1,11,35,40,39,28,11,1,49,4,35,1,38,6,3,19,1,21,17,1,2,17,35,37,8,33,1,22,34,35,5,6,14,18,25,32,26,12,2,19,34,22,24,23,26,16,12,30,33,3,24,32,1,5,4,30,5,6,1,1,1,3,1,11,21,42,22,6,30,16,22,7,29,19
JE12_Rutooro,1,21,1,50,39,23,56,2,1,23,2,1,40,1,55,8,13,1,1,1,3,1,19,10,2,4,1,11,35,40,39,28,11,1,49,4,1,1,38,6,3,19,1,21,17,1,2,17,35,35,8,33,1,53,22,35,5,6,14,18,25,32,26,12,2,19,34,43,25,23,26,1,5,30,33,3,25,33,1,5,4,30,5,6,1,1,1,3,1,11,21,42,22,29,30,16,22,7,29,39
JE13_Runyankore,1,21,1,48,28,23,31,2,1,23,2,1,39,1,55,8,13,1,1,1,3,1,19,10,2,4,1,1,35,7,37,28,1,1,49,4,1,1,38,6,3,19,1,21,17,1,2,17,35,35,8,33,1,27,22,35,5,6,4,18,25,32,26,12,2,19,34,22,24,23,27,1,5,30,39,3,25,33,1,5,4,30,5,6,1,1,1,3,1,11,21,42,22,4,30,16,22,7,29,39
JE14_Rukiga,1,21,44,48,28,23,31,2,1,23,2,1,39,1,55,8,13,1,1,1,3,1,19,10,2,4,1,1,35,41,37,28,1,1,49,4,1,1,38,6,3,19,1,21,17,1,2,17,35,35,8,33,1,22,22,35,5,6,4,18,25,32,26,12,2,19,34,22,24,23,27,16,12,30,39,3,23,33,1,5,4,30,5,6,1,1,1,3,1,11,21,45,22,4,26,16,22,7,29,19
JE15_Luganda,1,21,1,?,28,?,7,2,1,35,12,1,40,1,35,8,13,1,1,1,3,?,3,4,2,22,1,1,35,7,37,28,26,1,39,4,1,1,38,25,3,?,1,21,17,1,2,17,34,37,8,34,1,54,?,35,5,6,4,18,26,32,26,11,2,16,35,44,24,23,28,16,5,2,40,3,1,33,20,5,4,31,5,6,1,1,1,3,1,11,?,42,24,6,31,16,34,7,41,39
JE16_Lusoga,1,21,1,51,36,23,7,2,1,35,12,1,28,1,35,8,13,1,1,1,3,1,3,4,2,4,1,1,35,42,37,28,1,1,49,4,1,1,38,25,3,19,19,13,23,1,2,17,34,35,8,34,1,27,35,35,5,6,4,19,27,33,26,28,2,20,1,22,24,23,18,1,5,2,39,29,26,21,21,5,22,30,5,6,1,1,1,3,1,11,11,42,24,6,31,16,34,7,41,39
JE17_Gwere,1,21,45,48,36,23,7,2,1,35,12,1,28,1,35,44,13,1,1,1,4,1,3,4,2,4,1,1,35,7,23,28,27,1,39,4,1,1,38,25,3,19,19,13,23,1,2,17,11,38,8,34,25,27,35,2,5,6,4,17,6,33,26,12,2,21,1,44,26,23,18,1,12,2,40,3,1,21,20,5,4,30,48,6,1,1,1,3,28,11,11,44,24,6,31,16,34,7,29,39
JE21_Runyambo,1,21,1,48,28,40,31,2,1,33,2,1,39,1,55,8,13,1,1,1,3,1,19,10,2,4,1,1,35,40,37,28,28,1,50,4,1,1,38,6,3,19,19,21,17,1,2,17,35,35,8,33,1,27,22,35,5,6,4,18,25,32,26,11,2,19,34,22,24,23,27,1,5,31,33,3,1,33,1,5,4,30,5,6,1,1,1,3,1,11,22,42,22,6,2,16,22,7,29,39
JE22_Haya,1,21,1,48,28,23,31,2,1,33,2,1,39,1,55,8,13,1,1,1,4,1,19,10,2,4,1,1,35,40,37,28,28,1,50,4,1,1,38,6,3,19,19,21,17,1,2,17,11,35,8,33,1,40,22,35,5,6,14,18,25,32,26,12,2,19,34,22,24,23,18,1,5,31,33,3,1,33,1,5,4,30,5,6,1,1,1,3,1,11,21,42,23,6,32,16,22,7,29,39
JE23_Zinza,1,21,46,15,36,23,31,2,1,33,2,1,41,1,55,44,13,1,1,1,4,1,19,10,2,4,1,1,35,7,37,28,11,1,49,4,1,1,38,6,3,19,19,21,17,1,2,17,11,35,8,33,1,27,22,35,5,6,4,18,25,32,26,12,2,19,34,22,24,23,27,1,5,2,33,3,23,33,1,5,4,30,5,6,1,1,1,3,1,11,22,42,22,4,2,16,22,7,29,39
JE24_Kerebe,1,21,1,40,40,23,31,?,1,23,2,1,39,1,35,44,13,1,1,1,4,1,19,4,2,4,1,1,35,7,37,28,11,1,49,4,1,1,2,6,3,19,19,21,17,1,2,17,11,39,8,35,1,27,22,35,5,6,15,18,25,32,26,11,2,19,34,22,24,23,26,1,5,2,39,30,23,33,1,5,4,30,5,6,1,1,1,3,1,11,21,44,22,30,30,16,22,7,29,39
JE25_Jita,1,1,1,52,36,23,7,17,1,36,2,1,39,1,56,8,13,1,1,1,4,1,3,10,2,4,1,1,36,7,37,28,1,1,49,4,1,1,2,25,3,32,19,21,23,1,2,17,36,40,8,36,1,27,22,36,5,6,4,18,25,?,27,12,14,16,1,22,24,34,26,1,12,2,39,30,23,34,1,5,4,12,5,6,1,1,1,3,1,11,23,46,22,30,30,16,22,7,42,?
JE25_Kilegi,1,1,1,48,36,23,7,2,1,26,2,1,39,1,5,44,13,1,1,1,4,1,3,4,2,4,1,1,36,7,37,28,1,1,49,4,1,1,2,25,3,32,19,21,23,10,2,17,37,40,8,37,1,27,22,2,5,6,4,18,25,32,27,12,14,16,1,22,24,23,26,1,12,2,39,30,23,34,1,5,4,12,5,6,1,1,1,3,1,11,23,46,2,30,30,16,22,7,29,39
JE25_Mkwaya,1,1,1,38,36,23,7,4,1,26,2,1,39,1,56,8,13,1,1,1,4,1,3,4,2,4,1,1,36,42,37,28,1,1,39,4,1,1,2,25,3,32,25,21,23,1,2,17,36,40,8,36,1,27,22,2,5,6,4,18,25,34,27,12,14,4,1,22,24,34,26,1,12,2,9,30,23,34,22,15,4,32,5,6,1,1,1,3,1,11,23,26,22,30,2,16,22,7,29,39
JE31_Lumasaaba,1,21,45,53,36,23,57,2,1,37,12,1,34,1,27,44,13,1,1,1,3,1,3,4,10,22,1,1,37,43,37,28,29,1,39,4,1,1,35,42,3,19,19,13,17,1,2,17,38,41,8,38,25,27,36,35,5,6,4,5,6,32,28,28,2,22,1,22,26,4,18,1,5,2,1,3,1,35,23,5,4,30,49,6,1,1,1,3,28,11,11,42,2,4,31,16,34,7,29,39
JE31c_Bukusu,1,21,45,40,28,23,58,2,38,37,12,1,34,1,27,44,13,1,1,1,3,1,3,4,10,?,1,1,35,43,37,28,29,1,?,4,?,1,?,42,16,19,?,13,17,1,2,17,38,42,8,?,26,27,22,35,5,6,4,5,28,32,5,28,2,22,1,22,24,4,18,?,5,2,41,3,1,21,23,16,4,30,49,26,1,1,1,3,28,11,11,42,25,?,33,16,34,7,?,?
JE32_Luyia,1,21,45,38,41,23,56,2,1,35,12,1,39,1,57,49,13,1,1,1,4,1,26,4,10,23,1,1,38,43,37,28,30,1,39,4,1,1,35,6,3,19,1,13,17,1,2,17,38,43,8,39,26,55,22,35,5,6,16,5,6,1,5,29,2,4,1,22,24,4,26,1,5,2,9,3,1,21,1,15,4,32,5,6,1,7,1,3,28,11,11,44,13,4,34,16,35,7,29,40
JE34_Samialugwe,1,21,45,40,36,23,31,2,1,38,12,1,21,1,58,44,13,14,1,1,4,1,3,4,10,22,1,1,35,44,37,28,29,1,39,4,35,1,35,25,3,19,19,13,23,1,2,17,39,44,8,38,1,27,22,35,5,6,16,19,6,32,28,28,2,22,1,22,24,23,18,1,5,2,1,31,1,21,1,5,4,32,5,6,1,1,1,3,28,11,11,43,13,4,2,16,34,7,29,40
JE401_Ngoreme,1,1,1,38,28,23,7,2,1,26,2,1,28,1,59,44,13,1,17,1,4,8,3,4,2,4,1,1,35,42,39,28,1,1,39,4,1,1,2,6,3,32,25,21,23,1,2,17,40,45,8,35,1,40,22,37,5,6,4,20,6,1,28,12,2,4,1,22,24,35,26,1,5,32,9,32,1,21,24,15,4,32,5,6,1,1,1,3,1,11,24,26,2,4,2,16,36,7,29,39
JE403_Suba,1,1,1,38,28,23,7,2,1,26,2,1,28,1,59,44,13,1,17,1,4,8,3,4,2,4,1,1,35,42,39,28,1,1,39,4,1,1,35,43,3,32,19,31,23,1,2,17,40,45,8,35,1,27,22,35,5,6,4,20,6,1,28,12,2,4,1,22,24,35,29,1,5,33,9,30,23,21,1,15,4,32,5,6,1,1,1,3,1,11,24,26,2,4,35,16,36,7,29,39
JE41_Maragoli,1,21,45,54,36,23,7,2,1,35,12,1,21,1,57,49,13,1,18,1,3,1,26,4,10,23,1,1,38,45,37,28,30,1,39,4,1,1,35,25,3,19,1,13,23,1,2,17,41,46,8,35,27,55,22,35,5,6,16,5,6,1,28,28,2,4,1,22,26,4,26,1,5,2,42,3,1,21,25,15,4,32,5,6,1,7,1,3,28,11,11,47,2,4,2,16,25,7,29,39
JE42_Gusii,1,1,1,55,36,23,7,2,1,26,2,1,21,1,56,44,13,1,17,1,3,1,3,4,2,4,1,1,35,46,37,28,1,1,39,4,1,1,35,6,3,32,25,32,23,1,2,17,40,35,8,35,1,27,22,35,5,6,16,20,6,1,28,11,2,4,1,22,24,36,26,1,13,34,41,3,1,21,26,15,4,32,50,6,1,1,1,3,1,11,24,26,2,31,36,16,34,37,29,39
JE43_Kuria,1,1,1,38,36,23,7,2,1,26,2,1,28,1,59,44,13,1,17,1,4,1,3,4,2,4,1,1,39,42,39,28,1,1,39,4,1,1,2,43,3,32,19,31,23,1,2,17,40,47,8,35,1,27,22,35,5,6,4,20,6,1,28,12,2,4,1,22,24,35,29,1,5,32,9,7,23,21,1,15,4,32,5,6,1,1,1,3,1,11,24,48,2,4,35,16,34,7,29,39
JE43_Kuria_Mago,1,1,1,38,36,23,7,2,1,26,2,1,28,1,59,44,13,1,17,1,4,1,3,4,2,4,1,1,39,42,39,28,1,1,39,4,1,1,35,43,3,32,25,31,23,1,2,17,40,47,8,35,1,27,22,35,5,6,4,20,6,1,28,12,2,4,1,22,24,35,30,16,5,32,9,7,23,21,1,15,4,32,5,6,1,1,1,3,1,11,24,48,2,4,35,16,36,38,29,39
JE43_Kuria_Tari,1,1,1,38,41,23,7,2,1,26,2,1,28,1,59,44,13,1,17,1,4,1,3,4,2,4,1,1,35,42,39,28,1,1,39,4,1,1,35,43,3,32,25,31,23,1,2,17,40,47,8,35,1,27,22,35,5,6,4,20,6,1,28,12,2,4,1,22,24,35,30,1,5,32,9,7,23,21,1,15,4,32,5,6,1,1,1,3,1,11,24,48,2,4,35,16,36,7,29,39
JE44_Zanaki,1,1,1,?,36,23,30,2,1,26,2,1,38,1,59,8,13,1,1,1,4,1,3,4,2,4,1,1,40,42,37,28,1,1,39,4,1,1,35,25,3,32,25,21,23,1,2,17,40,45,8,35,1,27,22,?,5,6,4,18,6,1,28,12,2,4,1,22,24,37,26,16,5,2,9,32,23,21,1,15,4,32,5,6,1,?,1,3,1,11,25,48,2,4,35,16,36,7,29,39
JE404_Shasi,1,1,1,38,36,23,30,2,1,26,2,1,39,1,59,8,13,1,1,1,4,1,3,4,2,4,1,1,40,42,37,28,1,1,39,4,1,1,35,25,3,32,19,21,23,1,2,17,40,45,8,35,1,27,22,37,5,6,4,18,6,1,28,12,2,4,1,22,24,36,26,1,5,2,41,32,1,21,1,15,4,12,5,6,1,1,1,3,1,11,25,48,2,4,35,16,36,7,29,39
JE402_Ikizu,1,1,1,2,36,23,30,2,1,35,2,1,39,1,59,8,13,1,1,1,4,1,3,4,2,4,1,1,35,42,37,28,1,1,39,4,1,1,2,25,3,32,25,21,23,1,2,17,40,45,8,35,1,40,22,37,5,6,4,18,6,1,28,12,2,4,1,22,24,36,26,1,5,35,9,32,1,21,1,15,4,12,5,6,1,1,1,3,1,11,25,48,2,4,35,16,36,7,29,39
JE45_Nata,1,1,47,2,36,23,30,?,1,35,2,1,39,1,59,44,13,1,17,1,4,1,8,4,2,4,1,1,40,42,39,28,1,1,39,4,1,1,2,25,3,32,25,21,23,1,2,17,40,45,8,40,1,40,22,37,5,6,4,18,6,1,28,12,2,4,1,22,24,36,31,1,5,35,43,32,1,21,1,15,4,12,51,6,1,1,1,3,1,11,24,42,2,4,35,16,36,7,29,?
E46_Sonjo,1,1,1,2,42,26,7,2,1,23,2,1,42,1,60,8,11,1,17,1,15,1,3,4,2,4,1,1,35,7,40,28,31,1,49,4,1,1,2,25,3,16,25,21,23,1,2,29,42,48,8,35,1,40,22,38,5,6,4,21,6,1,28,12,2,4,1,22,26,13,32,1,5,29,41,3,1,36,27,5,4,12,5,6,1,1,1,4,1,11,26,26,2,4,2,16,34,7,43,41
E51_Kikuyu,1,1,1,2,28,23,7,2,1,23,24,2,43,1,55,50,11,1,19,1,3,1,27,4,2,4,1,1,35,39,40,28,32,1,49,4,1,1,2,25,17,32,25,33,23,11,2,29,40,39,8,13,1,27,22,2,5,6,16,22,7,1,28,12,2,4,1,22,24,13,18,1,5,32,37,3,1,37,28,15,4,32,5,6,1,1,1,4,1,11,27,49,23,32,37,16,37,39,29,39
E52_Embu,1,22,1,2,28,26,7,2,1,23,24,2,43,1,55,50,11,1,19,1,3,1,27,4,2,4,1,1,35,39,40,28,32,1,39,4,1,1,39,25,17,32,25,33,23,11,2,29,40,39,8,13,1,40,22,2,5,6,16,23,7,1,28,12,2,4,1,22,26,13,18,1,5,32,37,33,1,37,1,5,4,33,5,6,1,1,1,4,1,11,28,50,23,32,37,16,37,39,29,39
E52_Mbeere,1,22,1,?,28,?,7,2,1,23,24,2,44,1,55,50,11,1,19,1,3,1,?,4,2,4,1,1,35,39,40,28,32,1,49,4,1,1,?,25,17,32,25,33,23,11,2,29,40,39,8,13,1,40,22,?,5,6,16,?,7,1,28,12,2,4,1,22,26,13,18,1,5,?,37,?,?,37,?,5,4,33,5,6,1,1,1,4,1,11,?,50,23,?,37,16,37,39,?,39
E53_Meru,1,1,1,38,36,23,7,5,1,39,2,1,39,1,27,44,11,1,20,1,3,1,3,4,2,24,1,1,40,47,39,28,31,1,51,4,27,21,40,25,3,33,25,21,23,12,2,30,40,44,8,35,14,40,22,2,5,6,4,24,29,32,29,12,2,22,1,22,26,13,26,1,14,2,9,34,27,38,1,5,4,12,5,6,1,1,1,3,1,11,27,51,2,4,2,31,38,39,44,?
E53_Igoji,1,22,1,?,28,?,7,2,1,20,24,2,44,1,55,8,11,1,19,1,3,1,27,4,2,4,1,1,41,39,40,28,32,1,39,4,1,1,?,25,17,32,25,?,23,13,2,29,40,?,8,13,1,40,22,?,5,6,16,22,7,?,28,12,2,4,1,22,26,13,18,1,5,?,37,?,?,39,?,5,4,33,5,27,1,1,1,4,1,11,?,50,26,?,38,32,37,39,?,39
E53_Miutini,1,22,1,?,28,?,7,2,1,20,24,2,44,1,55,8,11,1,19,1,3,1,27,4,2,4,1,1,41,39,40,28,32,1,39,4,1,1,?,25,17,32,25,?,23,13,2,29,40,?,8,13,1,40,22,?,5,6,16,5,7,1,28,12,2,4,1,22,26,13,18,1,5,?,37,?,?,39,?,5,4,33,5,27,1,1,1,4,1,11,?,50,26,?,38,32,37,39,?,39
E53_Imenti,1,22,1,56,28,26,7,2,1,20,24,2,44,1,55,8,11,1,19,1,3,1,28,4,2,4,1,1,41,39,40,28,32,1,39,4,1,1,?,25,17,32,25,34,23,13,2,29,40,35,8,25,1,40,22,2,5,18,16,5,7,1,28,12,2,23,1,22,26,13,18,1,5,32,40,35,1,39,?,5,4,33,5,27,1,1,1,4,1,11,28,50,26,33,38,32,37,39,29,39
E53_Tigania,1,22,1,57,28,23,7,2,1,20,25,2,39,1,55,8,11,1,19,1,3,1,28,4,2,4,1,1,42,39,40,28,32,1,39,4,1,1,?,25,17,32,25,34,23,13,2,31,40,35,8,25,1,40,22,2,5,18,16,5,7,1,28,12,2,4,1,22,26,13,18,1,5,32,40,3,28,37,29,5,4,33,5,27,1,1,1,4,1,11,28,50,26,33,38,32,37,39,29,41
E53_Meruimenti,1,22,1,56,36,41,7,2,1,20,24,2,40,1,55,8,11,1,19,1,3,1,28,4,2,4,1,1,40,39,40,28,32,1,39,4,1,1,39,44,17,32,25,34,23,13,2,29,40,35,8,25,?,40,22,2,5,18,16,5,7,1,28,12,2,23,1,22,26,13,18,1,5,32,40,35,1,39,1,5,4,33,5,27,1,1,18,4,1,11,28,50,26,33,38,32,37,39,29,?
E53_Merutig,1,22,1,57,36,23,7,2,1,20,25,2,39,1,55,8,11,1,19,1,3,1,28,4,2,4,1,1,42,39,40,28,32,1,39,4,1,1,39,25,17,32,25,34,23,13,2,29,40,35,8,25,1,40,22,2,5,18,16,5,7,1,28,12,2,4,1,22,26,13,18,1,14,32,40,3,28,37,1,5,4,33,5,27,1,1,1,4,1,11,28,50,26,33,38,32,37,39,29,42
E531_Muthambi,1,22,1,?,28,23,7,2,1,23,24,2,44,1,55,50,11,1,19,1,3,1,27,4,2,4,1,1,41,39,40,28,32,1,39,4,1,1,?,25,17,32,25,?,23,13,2,29,40,?,8,13,1,40,22,?,5,6,16,22,7,?,28,12,2,4,1,22,26,13,18,1,5,?,37,?,?,37,?,5,4,33,5,28,1,1,1,4,1,11,?,50,26,?,38,32,39,39,?,39
E531_Mwimbi,1,22,1,?,28,23,7,2,1,23,24,2,44,1,55,50,11,1,19,1,3,1,27,4,2,4,1,1,41,39,40,28,32,1,39,4,27,1,?,25,17,32,25,34,23,13,2,29,40,?,8,13,1,40,22,38,5,6,16,22,7,?,28,12,2,4,1,22,26,13,18,1,5,?,37,?,?,37,?,5,4,33,5,28,1,1,1,4,1,11,?,50,26,?,38,32,39,39,?,39
E54_Tharaka,1,22,1,58,36,23,7,2,1,23,24,2,43,1,55,8,11,1,20,1,3,1,29,4,2,4,27,1,43,39,40,28,31,1,39,4,27,1,39,44,3,32,25,34,23,11,21,17,40,35,8,13,1,40,22,2,5,6,16,?,7,1,28,12,2,4,1,43,26,13,18,1,5,32,33,3,29,37,1,5,4,33,52,27,1,1,1,4,1,11,28,50,26,34,38,32,37,39,?,42
E541_Chuka,1,22,1,2,36,23,7,18,1,40,24,2,43,9,55,44,11,1,19,1,3,1,27,4,2,4,1,1,44,39,40,28,32,1,52,4,36,1,39,25,17,32,25,33,23,11,2,29,40,39,8,35,1,56,22,2,5,18,16,?,7,1,28,12,2,4,36,22,26,13,18,1,5,32,37,3,1,37,1,5,4,33,5,25,1,1,1,4,1,11,28,50,23,4,37,32,39,39,29,29
E55_Kamba,1,1,1,56,28,26,7,2,1,23,24,2,43,1,55,50,11,1,20,1,3,1,27,4,2,4,26,1,45,7,40,28,32,1,49,4,27,1,41,25,3,32,25,33,23,1,2,29,40,39,8,35,1,40,22,2,5,6,16,22,7,1,28,12,2,4,1,45,24,13,18,1,5,32,37,33,1,21,1,5,4,33,5,29,1,1,1,4,1,11,28,52,23,4,39,33,39,39,29,39
E55_Kamba_Mach,1,1,1,56,28,26,7,2,1,23,24,2,39,1,55,50,11,1,20,1,3,1,27,4,2,4,26,1,45,7,40,28,32,1,52,4,27,1,41,25,3,32,25,?,23,1,22,?,40,39,8,35,1,40,22,2,5,6,16,25,7,1,28,?,2,4,1,45,24,13,18,1,5,32,37,33,1,21,1,5,4,33,5,29,1,1,1,4,1,11,28,52,23,4,39,33,40,40,29,42
E55_Kamba_Kitu,1,1,1,58,36,26,7,2,1,23,24,2,39,1,55,50,11,1,20,1,3,1,27,4,2,4,26,1,45,7,40,28,32,1,49,4,27,1,41,25,3,32,25,33,23,1,2,29,40,39,8,13,1,40,22,2,5,6,16,22,7,1,28,12,2,4,1,45,24,13,18,1,5,32,37,33,1,21,1,5,4,33,5,29,1,1,1,4,1,11,28,53,23,35,39,33,40,39,29,?
E56_Daiso,1,1,1,38,28,42,7,2,1,23,24,2,?,1,61,8,11,1,19,1,3,1,27,4,2,24,1,1,42,7,40,28,33,1,49,4,1,1,?,25,3,32,25,33,23,1,2,29,40,39,8,41,1,40,22,?,5,18,16,3,7,1,28,12,2,19,1,22,24,13,18,1,5,32,44,36,1,21,1,5,4,12,52,6,1,1,1,4,1,11,28,26,23,36,2,16,34,39,29,39
E622C_Lema,1,1,1,2,43,23,?,5,39,40,2,1,45,10,?,44,11,1,20,1,3,1,30,4,2,25,26,1,46,47,39,28,31,1,51,4,37,1,40,25,?,34,25,21,23,1,?,18,43,35,8,41,14,40,22,39,5,19,4,?,7,32,29,11,2,4,37,22,26,38,18,?,14,2,45,34,30,38,1,5,4,12,51,30,1,1,1,4,1,16,27,42,26,37,?,34,36,39,?,43
E621B_Machame,1,1,1,38,43,23,7,?,39,40,2,1,39,1,62,44,22,1,20,1,4,1,30,4,2,24,1,1,35,7,39,28,31,1,51,4,27,1,40,25,3,33,25,21,23,1,2,18,43,44,8,41,14,40,22,2,5,6,4,24,7,32,29,12,2,4,1,22,26,13,26,1,15,2,9,34,27,38,1,5,4,12,53,6,1,1,1,3,1,16,27,26,26,4,2,31,38,39,44,43
E621C_Siha,1,1,1,38,36,23,7,5,39,40,2,1,39,1,27,44,11,1,20,1,3,1,30,4,2,24,1,1,47,47,39,28,31,1,51,4,27,1,40,25,3,33,1,21,23,12,2,18,43,44,8,42,14,40,22,2,5,6,4,24,7,32,29,12,2,22,1,22,26,13,33,1,15,2,46,34,27,38,1,5,4,12,5,30,1,1,1,3,1,11,27,43,26,4,2,31,38,41,44,43
E621D_Kibosho,1,1,1,38,43,43,59,5,39,40,2,1,45,1,62,44,23,1,20,1,3,1,3,4,2,24,26,1,35,7,39,28,34,1,51,4,27,1,40,45,3,35,25,21,23,1,23,18,44,44,8,35,14,27,22,2,5,6,4,26,7,32,29,12,2,4,1,22,26,13,18,1,14,2,9,34,30,38,1,5,4,12,5,31,1,1,1,3,1,16,27,44,26,4,2,31,36,39,45,43
E622A_Kimochi,1,1,1,2,43,23,?,5,39,40,2,1,45,1,?,44,11,1,20,1,3,1,30,4,2,25,26,1,46,47,39,28,31,1,51,4,27,1,40,25,?,34,25,21,23,1,?,18,43,35,8,41,14,40,22,39,5,19,4,24,7,32,29,11,2,4,1,22,26,13,18,?,14,2,?,37,30,38,1,5,4,12,54,32,1,1,1,4,1,16,27,43,26,37,?,34,?,39,?,43
E622C_Mamba,?,1,1,2,43,23,?,5,39,40,2,15,14,1,?,44,11,1,20,1,4,1,30,4,2,25,26,1,46,47,39,28,31,1,51,4,27,1,40,25,?,34,25,21,23,1,?,18,43,35,8,41,14,40,22,39,5,19,4,?,7,32,29,12,2,4,37,22,24,38,34,?,14,2,?,34,30,38,1,5,4,12,54,32,1,1,1,4,1,16,27,42,26,37,?,34,36,39,?,?
E623D_Keni,1,1,48,38,43,23,?,18,39,40,2,1,45,1,?,44,11,1,20,1,3,1,3,4,2,25,1,1,?,47,39,28,34,1,51,4,27,1,42,25,?,36,25,21,23,1,?,18,43,35,8,41,14,40,22,39,5,18,4,?,30,32,29,11,2,4,1,22,26,13,26,?,5,32,?,34,30,38,1,5,4,12,5,32,1,1,1,4,1,11,27,44,26,6,?,34,37,41,?,43
